account_id,account_name,customer_key,industry,vertical,billing_street,billing_city,billing_state,billing_postal_code,account_type,annual_revenue,employees,created_date
ACC002725,Dr. Christin Gute B.A.,2725,Privatkunde,Energy,SchillerRing 56,Stuttgart,South,70531,Partner,247450,1,2020-07-30
ACC002726,Frau Reinhild Liebelt MBA.,2726,Privatkunde,Energy,SonnenRing 47,Hannover,North,30537,Partner,94599,1,2021-06-28
ACC002727,Edeltraud Häring,2727,Privatkunde,Energy,HeideRing 18,Berlin,East,10461,Partner,431186,1,2023-10-21
ACC002728,Albert Klemt,2728,Privatkunde,Energy,BrunnenRing 112,Essen,West,45288,Interessent,440792,1,2020-02-09
ACC002729,Gitte Stey,2729,Privatkunde,Energy,RosenPlatz 84,München,South,80951,Interessent,322393,1,2022-06-18
ACC002730,Dr. Sebastian Paffrath,2730,Privatkunde,Energy,HeideRing 13,Münster,West,48203,Kunde,425294,1,2021-06-29
ACC002731,Ronald Bolnbach,2731,Privatkunde,Energy,LindenAllee 72,Bochum,West,44990,Interessent,242534,1,2020-04-10
ACC002732,Hulda Drewes,2732,Privatkunde,Energy,BeethovenRing 102,München,South,80702,Interessent,332725,1,2023-04-17
ACC002733,Herr Karl-Ludwig Hauffer MBA.,2733,Privatkunde,Energy,MozartRing 148,Cottbus,East,03363,Interessent,462883,1,2023-08-15
ACC002734,Gertraud Ziegert,2734,Privatkunde,Energy,TannenStraße 148,Dresden,East,01699,Partner,284935,1,2023-04-26
ACC002735,Paola Bien,2735,Privatkunde,Energy,BergAllee 123,Bonn,West,53333,Partner,447526,1,2023-01-17
ACC002736,Tabea Flantz,2736,Privatkunde,Energy,SternAllee 42,Essen,West,45197,Partner,368787,1,2020-09-29
ACC002737,Nikolas Binner,2737,Privatkunde,Energy,RosenWeg 76,Essen,West,45499,Kunde,190277,1,2022-11-05
ACC002738,Mielcarek Wende AG,2738,Kleingewerbe,Energy,BrunnenGasse 118,Karlsruhe,South,76696,Kunde,2775845,50,2021-07-10
ACC002739,Zänker KG,2739,Kleingewerbe,Energy,ParkAllee 147,München,South,80456,Kunde,4394023,50,2020-12-01
ACC002740,Samir Rörricht,2740,Privatkunde,Energy,TalStraße 46,Köln,West,50246,Interessent,330227,1,2021-08-10
ACC002741,Janusz Döhn,2741,Privatkunde,Energy,MondGasse 19,Hannover,North,30939,Interessent,388655,1,2023-02-18
ACC002742,Univ.Prof. Branko Haering,2742,Privatkunde,Energy,SchulStraße 119,Bremen,North,28114,Kunde,293687,1,2022-04-07
ACC002743,Carolina Vogt,2743,Privatkunde,Energy,BirkenAllee 26,Leipzig,East,04908,Kunde,334187,1,2023-10-06
ACC002744,Mercedes Margraf,2744,Privatkunde,Energy,BeethovenRing 101,Karlsruhe,South,76635,Kunde,271199,1,2021-03-31
ACC002745,Univ.Prof. Stefania Dippel B.A.,2745,Privatkunde,Energy,WaldRing 88,Hamburg,North,20870,Partner,306419,1,2022-03-11
ACC002746,Knappe,2746,Kleingewerbe,Energy,ParkRing 21,Nürnberg,South,90381,Partner,845166,50,2020-10-26
ACC002747,Rosmarie Etzler,2747,Privatkunde,Energy,BlumenRing 147,Berlin,East,10745,Interessent,56905,1,2023-03-11
ACC002748,Sigurd Gutknecht,2748,Privatkunde,Energy,KirchAllee 38,Magdeburg,East,39673,Interessent,319383,1,2020-08-19
ACC002749,Xenia Liebelt B.Sc.,2749,Privatkunde,Energy,HeideAllee 23,Halle,East,06743,Kunde,449920,1,2022-03-08
ACC002750,Dipl.-Ing. Götz Hörle B.A.,2750,Privatkunde,Energy,WiesenGasse 119,Berlin,East,10866,Kunde,106451,1,2022-08-11
ACC002751,Frank Köhler,2751,Privatkunde,Energy,MarktStraße 32,Rostock,North,18224,Kunde,420571,1,2020-05-01
ACC002752,Ing. Madlen Stadelmann,2752,Privatkunde,Energy,BergWeg 147,Wuppertal,West,42585,Interessent,144367,1,2020-03-19
ACC002753,Dr. Pierre Weller MBA.,2753,Privatkunde,Energy,BlumenPlatz 11,Nürnberg,South,90687,Interessent,332361,1,2022-04-20
ACC002754,Etzler e.V.,2754,Kleingewerbe,Energy,SternStraße 11,Bremen,North,28390,Kunde,935170,10,2020-02-07
ACC002755,Dipl.-Ing. Trudel Lange,2755,Privatkunde,Energy,LindenPlatz 18,Würzburg,South,97451,Kunde,415543,1,2023-04-28
ACC002756,Waldtraut Plath B.Eng.,2756,Privatkunde,Energy,WiesenPlatz 36,Potsdam,East,14550,Interessent,302909,1,2023-08-21
ACC002757,Heinz-Willi Fiebig,2757,Privatkunde,Energy,TalWeg 54,Hannover,North,30461,Partner,324762,1,2023-04-28
ACC002758,Ortwin Plath,2758,Privatkunde,Energy,BergAllee 111,Nürnberg,South,90192,Partner,32880,1,2022-06-10
ACC002759,August Kambs,2759,Privatkunde,Energy,SonnenAllee 99,Karlsruhe,South,76940,Interessent,142134,1,2020-12-26
ACC002760,Heike Wirth,2760,Privatkunde,Energy,HeideStraße 26,Nürnberg,South,90488,Kunde,76732,1,2022-04-12
ACC002761,Dipl.-Ing. Ante Kreusel,2761,Privatkunde,Energy,MozartRing 62,Stuttgart,South,70582,Kunde,470156,1,2021-04-09
ACC002762,Speer KGaA,2762,Kleingewerbe,Energy,WiesenGasse 97,Stuttgart,South,70519,Interessent,2294351,10,2023-08-21
ACC002763,Tony Ruppert-Bohlander,2763,Privatkunde,Energy,MarktAllee 66,Braunschweig,North,38170,Partner,446110,1,2021-12-06
ACC002764,Hilda Kühnert,2764,Privatkunde,Energy,SeeGasse 119,Dresden,East,01431,Kunde,290230,1,2020-06-07
ACC002765,Mirella Weimer,2765,Privatkunde,Energy,RosenPlatz 68,Köln,West,50143,Kunde,327278,1,2020-09-09
ACC002766,Therese Kaul,2766,Privatkunde,Energy,BergStraße 35,Erfurt,East,99602,Interessent,122166,1,2020-05-21
ACC002767,Sandro Holt,2767,Privatkunde,Energy,RathausWeg 131,Berlin,East,10993,Partner,203892,1,2023-01-05
ACC002768,Niklas Kusch-Matthäi,2768,Privatkunde,Energy,WaldRing 59,Lübeck,North,23706,Partner,226876,1,2020-02-07
ACC002769,Tibor Ring MBA.,2769,Privatkunde,Energy,HeideStraße 108,München,South,80607,Partner,260943,1,2021-06-07
ACC002770,Kaul,2770,Kleingewerbe,Energy,SternStraße 146,Augsburg,South,86277,Interessent,2419742,50,2021-08-10
ACC002771,Lachmann,2771,Kleingewerbe,Energy,WiesenAllee 82,Bremen,North,28872,Interessent,1206831,25,2021-12-21
ACC002772,Thies Jacobi Jäckel B.Sc.,2772,Privatkunde,Energy,WiesenAllee 138,Berlin,East,10866,Kunde,343543,1,2022-09-03
ACC002773,Julian Käster,2773,Privatkunde,Energy,LindenStraße 109,Berlin,East,10925,Kunde,265723,1,2022-12-07
ACC002774,Mirjana Tschentscher-Warmer,2774,Privatkunde,Energy,MarktAllee 9,Essen,West,45307,Interessent,433578,1,2023-11-09
ACC002775,Johan Reuter-Hölzenbecher,2775,Privatkunde,Energy,GoetheRing 127,München,South,80310,Kunde,102708,1,2023-03-06
ACC002776,Bayram Pergande B.Eng.,2776,Privatkunde,Energy,EichenGasse 60,Dortmund,West,44319,Interessent,375671,1,2023-04-14
ACC002777,Nuray Schuster,2777,Privatkunde,Energy,SchillerWeg 3,Freiburg,South,79719,Partner,291999,1,2022-11-30
ACC002778,Barkholz AG,2778,Gewerbekunde,Energy,WaldGasse 108,Osnabrück,North,49123,Partner,4480340,50,2020-06-28
ACC002779,Eileen Wohlgemut,2779,Privatkunde,Energy,BeethovenStraße 68,Hamburg,North,20169,Kunde,6029,1,2022-02-12
ACC002780,van der Dussen Löchel GmbH & Co. OHG,2780,Kleingewerbe,Energy,BlumenGasse 92,Köln,West,50561,Kunde,742769,50,2020-03-17
ACC002781,Pascal Bonbach,2781,Kleingewerbe,Energy,SternPlatz 70,München,South,80202,Partner,1423238,100,2020-07-31
ACC002782,Ellen Schottin,2782,Privatkunde,Energy,BrunnenRing 20,Köln,West,50160,Kunde,43453,1,2022-12-29
ACC002783,Bettina Biggen,2783,Privatkunde,Energy,MozartWeg 71,Bonn,West,53657,Interessent,128481,1,2021-12-30
ACC002784,Helmut Huhn,2784,Privatkunde,Energy,MozartGasse 100,Berlin,East,10361,Partner,434448,1,2022-04-05
ACC002785,Henrik Kambs,2785,Privatkunde,Energy,GoethePlatz 77,Berlin,East,10912,Interessent,380714,1,2021-05-23
ACC002786,Univ.Prof. Klaus Peter Rosemann B.A.,2786,Privatkunde,Energy,SonnenGasse 55,Hamburg,North,20276,Kunde,336420,1,2022-07-14
ACC002787,Fatima Hölzenbecher,2787,Kleingewerbe,Energy,MarktRing 111,München,South,80201,Kunde,1152508,100,2022-09-07
ACC002788,Ole Kostolzin-Pölitz,2788,Privatkunde,Energy,MarktPlatz 44,Köln,West,50157,Interessent,300260,1,2023-03-22
ACC002789,Herr Gottlob Plath B.A.,2789,Privatkunde,Energy,WiesenWeg 101,Berlin,East,10921,Kunde,344687,1,2022-10-23
ACC002790,Ira Dippel,2790,Privatkunde,Energy,BergRing 8,München,South,80110,Kunde,30951,1,2020-08-01
ACC002791,Nurettin Löffler-Langern,2791,Privatkunde,Energy,ParkWeg 35,Stuttgart,South,70441,Partner,78016,1,2020-04-05
ACC002792,Bastian Bolander,2792,Privatkunde,Energy,LindenRing 119,Berlin,East,10191,Partner,145392,1,2021-07-12
ACC002793,Dr. Ivanka Hamann,2793,Privatkunde,Energy,GoetheStraße 53,Hannover,North,30653,Kunde,252039,1,2023-05-04
ACC002794,Anneliese Koch II MBA.,2794,Privatkunde,Energy,GoetheGasse 100,Berlin,East,10607,Interessent,26118,1,2023-12-23
ACC002795,Römer,2795,Kleingewerbe,Energy,SternAllee 105,Hamburg,North,20911,Interessent,2641421,10,2021-09-29
ACC002796,Stefanie Hettner-Sauer,2796,Privatkunde,Energy,GoethePlatz 2,Bremen,North,28565,Interessent,184323,1,2023-01-08
ACC002797,Univ.Prof. Hildegart Mans MBA.,2797,Privatkunde,Energy,BrunnenWeg 78,München,South,80400,Partner,440611,1,2021-05-04
ACC002798,Dr. Bruni Pärtzelt,2798,Privatkunde,Energy,GoetheGasse 102,Halle,East,06115,Kunde,257738,1,2020-09-19
ACC002799,Imre Trub-Mielcarek,2799,Kleingewerbe,Energy,BlumenGasse 5,Hamburg,North,20697,Partner,1156597,100,2021-09-04
ACC002800,Yusuf Tlustek-Peukert,2800,Privatkunde,Energy,BeethovenPlatz 6,Freiburg,South,79313,Interessent,9337,1,2020-06-25
ACC002801,Nick Hahn,2801,Privatkunde,Energy,EichenWeg 121,Dortmund,West,44518,Interessent,298460,1,2021-09-01
ACC002802,Isabelle Beckmann B.A.,2802,Kleingewerbe,Energy,MondWeg 70,Bremen,North,28453,Kunde,468823,5,2022-09-08
ACC002803,Türkan Drubin,2803,Privatkunde,Energy,BahnhofWeg 28,Berlin,East,10208,Interessent,55018,1,2022-02-20
ACC002804,Lange,2804,Gewerbekunde,Energy,BrunnenStraße 44,Köln,West,50924,Interessent,4941129,100,2022-01-31
ACC002805,Dussen van GmbH,2805,Gewerbekunde,Energy,BlumenRing 138,Würzburg,South,97523,Kunde,3748237,10,2023-11-26
ACC002806,Hoffmann,2806,Kleingewerbe,Energy,RathausWeg 55,Nürnberg,South,90574,Partner,3267164,10,2023-01-15
ACC002807,John Fliegner,2807,Privatkunde,Energy,RosenPlatz 67,München,South,80124,Interessent,265300,1,2020-01-31
ACC002808,Hans-Gerd Jäkel,2808,Kleingewerbe,Energy,TalStraße 147,Düsseldorf,West,40133,Partner,3891871,5,2020-08-12
ACC002809,Felizitas Hornig,2809,Privatkunde,Energy,RosenStraße 13,Nürnberg,South,90513,Interessent,356973,1,2020-08-09
ACC002810,Frau Regine Fechner B.A.,2810,Privatkunde,Energy,LindenPlatz 33,Bonn,West,53953,Interessent,75082,1,2022-12-18
ACC002811,Frau Valeska Jäkel,2811,Privatkunde,Energy,WaldPlatz 70,Hamburg,North,20559,Kunde,88042,1,2020-09-05
ACC002812,Dietlinde Gnatz,2812,Privatkunde,Energy,WaldPlatz 82,Berlin,East,10380,Partner,348527,1,2020-10-10
ACC002813,Niemeier,2813,Kleingewerbe,Energy,LindenGasse 126,München,South,80802,Interessent,4979107,50,2023-12-20
ACC002814,Burkard Rogge,2814,Privatkunde,Energy,HauptWeg 56,Berlin,East,10102,Interessent,60714,1,2020-09-20
ACC002815,Anne-Rose Beyer,2815,Privatkunde,Energy,RosenGasse 104,Hamburg,North,20564,Partner,177181,1,2023-04-22
ACC002816,Dipl.-Ing. Leila Jessel,2816,Privatkunde,Energy,TalRing 24,München,South,80224,Kunde,496442,1,2022-04-23
ACC002817,Tatiana Kallert MBA.,2817,Privatkunde,Energy,GoethePlatz 146,Stuttgart,South,70871,Kunde,110767,1,2020-09-28
ACC002818,Univ.Prof. Sarina auch Schlauchin B.A.,2818,Privatkunde,Energy,LindenPlatz 149,Köln,West,50789,Kunde,396896,1,2022-02-06
ACC002819,Jann Schuster-Mies,2819,Privatkunde,Energy,SeeStraße 100,Wuppertal,West,42109,Partner,23712,1,2020-09-18
ACC002820,Marie Meister B.A.,2820,Privatkunde,Energy,GoetheRing 109,Bonn,West,53591,Kunde,226639,1,2022-01-22
ACC002821,Anny Scholz,2821,Privatkunde,Energy,SeeRing 132,Berlin,East,10383,Partner,131005,1,2023-12-30
ACC002822,Dipl.-Ing. Edda Kroker,2822,Privatkunde,Energy,BrunnenWeg 115,Düsseldorf,West,40184,Partner,173070,1,2020-10-04
ACC002823,Katrin Bien,2823,Privatkunde,Energy,SeeRing 95,Berlin,East,10810,Partner,23255,1,2023-02-11
ACC002824,Margraf,2824,Kleingewerbe,Energy,HauptWeg 67,Stuttgart,South,70924,Partner,4331410,25,2022-04-26
ACC002825,Mareile Cichorius,2825,Privatkunde,Energy,EichenAllee 106,Berlin,East,10520,Kunde,146294,1,2021-01-11
ACC002826,Trommler AG,2826,Gewerbekunde,Energy,BirkenAllee 149,Hamburg,North,20820,Kunde,3242166,100,2023-06-04
ACC002827,Kristine Seidel,2827,Privatkunde,Energy,SchillerStraße 141,Stuttgart,South,70241,Interessent,310589,1,2020-11-16
ACC002828,Marius Römer,2828,Privatkunde,Energy,WiesenRing 24,Nürnberg,South,90805,Kunde,276726,1,2023-08-05
ACC002829,Dursun Schönland,2829,Privatkunde,Energy,SeeAllee 1,Münster,West,48252,Kunde,31751,1,2020-11-13
ACC002830,Woldemar Roskoth,2830,Privatkunde,Energy,GoethePlatz 68,Berlin,East,10805,Kunde,487623,1,2021-08-01
ACC002831,Philipp Mülichen B.Sc.,2831,Privatkunde,Energy,SonnenWeg 106,München,South,80419,Kunde,133216,1,2023-10-01
ACC002832,Maurice Reichmann,2832,Privatkunde,Energy,HauptAllee 23,Braunschweig,North,38263,Kunde,280323,1,2023-12-03
ACC002833,Herr Freddy Zimmer,2833,Privatkunde,Energy,SternAllee 28,Aachen,West,52662,Kunde,28652,1,2020-02-06
ACC002834,Ewald Trapp MBA.,2834,Privatkunde,Energy,SonnenAllee 89,Hamburg,North,20678,Partner,23575,1,2023-04-21
ACC002835,Ronald Reinhardt,2835,Kleingewerbe,Energy,SchulRing 45,Hannover,North,30324,Kunde,3220653,10,2023-12-14
ACC002836,Heike Schacht,2836,Privatkunde,Energy,BergWeg 134,Bremen,North,28246,Kunde,40915,1,2020-11-30
ACC002837,Ismail Barkholz,2837,Privatkunde,Energy,BeethovenWeg 33,München,South,80681,Kunde,166338,1,2021-11-14
ACC002838,Ilse Girschner,2838,Privatkunde,Energy,MozartStraße 68,Münster,West,48645,Partner,238862,1,2020-04-03
ACC002839,Frau Sinaida Rädel,2839,Privatkunde,Energy,TannenWeg 67,Köln,West,50419,Partner,498902,1,2022-11-15
ACC002840,Kranz Hertrampf AG,2840,Kleingewerbe,Energy,SchulPlatz 57,München,South,80972,Partner,2952345,5,2023-12-23
ACC002841,Benno Riehl,2841,Gewerbekunde,Energy,GoetheAllee 61,Dortmund,West,44107,Kunde,1246288,50,2020-09-02
ACC002842,Hörle AG & Co. KG,2842,Kleingewerbe,Energy,RosenPlatz 39,Augsburg,South,86365,Kunde,508031,10,2020-10-04
ACC002843,Ing. Randolf Cichorius,2843,Privatkunde,Energy,RathausRing 44,Nürnberg,South,90267,Interessent,180378,1,2020-11-08
ACC002844,Gerhart Ladeck-Stiebitz,2844,Privatkunde,Energy,SchulGasse 47,Leipzig,East,04503,Kunde,309623,1,2020-11-20
ACC002845,Herr Leonid Junk,2845,Privatkunde,Energy,HeidePlatz 90,München,South,80815,Kunde,303868,1,2021-03-05
ACC002846,Herr Olaf Bohlander,2846,Kleingewerbe,Energy,SeePlatz 105,Aachen,West,52972,Kunde,4228062,5,2022-07-06
ACC002847,Hedda Dippel,2847,Kleingewerbe,Energy,SchulStraße 41,Essen,West,45692,Kunde,432532,5,2021-03-25
ACC002848,Brunhild Lehmann,2848,Privatkunde,Energy,SchillerRing 78,Hamburg,North,20612,Partner,454552,1,2022-05-24
ACC002849,Ella Kohl,2849,Gewerbekunde,Energy,TannenAllee 54,Aachen,West,52414,Partner,4887128,10,2020-02-29
ACC002850,Birnbaum AG & Co. OHG,2850,Kleingewerbe,Energy,SchillerWeg 23,Hannover,North,30444,Kunde,756526,5,2020-11-19
ACC002851,Prof. Klaus-Michael Hellwig MBA.,2851,Privatkunde,Energy,KirchWeg 92,Dortmund,West,44362,Interessent,410638,1,2023-12-25
ACC002852,Weller,2852,Gewerbekunde,Energy,BirkenAllee 23,Köln,West,50884,Partner,4886949,50,2020-11-11
ACC002853,Viviane Drewes-Heuser,2853,Privatkunde,Energy,BergRing 21,Hannover,North,30643,Kunde,114110,1,2022-09-20
ACC002854,Junck GmbH & Co. KG,2854,Kleingewerbe,Energy,TannenGasse 74,Hamburg,North,20612,Partner,199151,25,2022-09-07
ACC002855,Frau Janett Baum,2855,Privatkunde,Energy,WaldAllee 108,Berlin,East,10649,Kunde,222664,1,2020-04-23
ACC002856,Univ.Prof. Edelgard Bähr,2856,Privatkunde,Energy,KirchStraße 26,Hamburg,North,20144,Kunde,465826,1,2020-09-08
ACC002857,Röhrdanz Schaaf OHG mbH,2857,Kleingewerbe,Energy,BirkenStraße 48,Hamburg,North,20353,Interessent,2206990,25,2022-05-20
ACC002858,Fabian Wiek,2858,Privatkunde,Energy,BlumenRing 109,Berlin,East,10104,Interessent,303290,1,2022-02-02
ACC002859,Gerfried Rosenow-Ladeck,2859,Privatkunde,Energy,SonnenRing 99,Berlin,East,10154,Interessent,154495,1,2021-09-18
ACC002860,Annett Schuster B.A.,2860,Privatkunde,Energy,SchillerRing 115,Berlin,East,10663,Interessent,56789,1,2020-10-16
ACC002861,Hans-Günter Reuter-Geisler,2861,Kleingewerbe,Energy,BirkenStraße 4,Dresden,East,01314,Partner,4159462,5,2021-03-21
ACC002862,Renner GmbH & Co. KG,2862,Kleingewerbe,Energy,ParkGasse 26,Karlsruhe,South,76703,Interessent,1896993,25,2021-11-20
ACC002863,Aneta Ackermann MBA.,2863,Privatkunde,Energy,BlumenStraße 100,Leipzig,East,04259,Partner,12573,1,2023-03-14
ACC002864,Margarethe Geisel,2864,Privatkunde,Energy,WiesenStraße 130,Münster,West,48364,Interessent,42985,1,2020-03-19
ACC002865,Bonbach GmbH & Co. KGaA,2865,Kleingewerbe,Energy,TannenAllee 3,Lübeck,North,23743,Kunde,2429642,100,2020-08-11
ACC002866,Lilo Hermann,2866,Privatkunde,Energy,WaldWeg 31,Hamburg,North,20123,Kunde,495392,1,2023-01-24
ACC002867,Gina Schüler-Hahn,2867,Privatkunde,Energy,SchulRing 1,München,South,80582,Interessent,55944,1,2020-08-22
ACC002868,Pergande,2868,Kleingewerbe,Energy,RathausStraße 110,Bremen,North,28128,Kunde,742134,100,2023-04-27
ACC002869,Bien Fritsch Stiftung & Co. KGaA,2869,Kleingewerbe,Energy,MozartWeg 99,Essen,West,45357,Partner,3397052,25,2023-08-28
ACC002870,Gerald Cichorius,2870,Privatkunde,Energy,BrunnenWeg 11,Freiburg,South,79558,Partner,221790,1,2021-10-04
ACC002871,Maya Eberhardt-Etzold,2871,Privatkunde,Energy,BeethovenAllee 141,Berlin,East,10115,Partner,69500,1,2021-02-11
ACC002872,Susann Löwer,2872,Privatkunde,Energy,WaldStraße 4,Bonn,West,53273,Kunde,358550,1,2020-06-08
ACC002873,Leon Pärtzelt B.Eng.,2873,Privatkunde,Energy,MozartWeg 102,Duisburg,West,47290,Kunde,150676,1,2022-06-29
ACC002874,Magrit Heß,2874,Privatkunde,Energy,MarktRing 98,Rostock,North,18664,Partner,213908,1,2021-02-17
ACC002875,Emma Henschel B.Eng.,2875,Privatkunde,Energy,MarktPlatz 92,Stuttgart,South,70167,Interessent,398656,1,2020-03-08
ACC002876,Denise Mies,2876,Privatkunde,Energy,KirchGasse 37,Augsburg,South,86191,Interessent,275306,1,2020-01-03
ACC002877,Jüttner,2877,Kleingewerbe,Energy,MarktStraße 2,Freiburg,South,79591,Kunde,2448961,10,2021-06-01
ACC002878,Urs Süßebier,2878,Privatkunde,Energy,BrunnenGasse 134,Berlin,East,10885,Partner,292434,1,2023-01-23
ACC002879,Mark Adler-Schlosser,2879,Privatkunde,Energy,BlumenGasse 29,Freiburg,South,79734,Kunde,436076,1,2020-03-14
ACC002880,Frau Telse Anders B.A.,2880,Privatkunde,Energy,RosenRing 17,Düsseldorf,West,40325,Partner,144026,1,2022-08-04
ACC002881,Prof. Sylwia Textor,2881,Privatkunde,Energy,HeideStraße 4,Hamburg,North,20423,Interessent,50445,1,2021-04-29
ACC002882,Dipl.-Ing. Kati Butte B.Sc.,2882,Privatkunde,Energy,MarktPlatz 94,Berlin,East,10881,Kunde,319321,1,2023-10-07
ACC002883,Tilo Steckel,2883,Privatkunde,Energy,SternWeg 60,Berlin,East,10783,Interessent,40028,1,2021-07-21
ACC002884,Mariechen Ebert B.Eng.,2884,Privatkunde,Energy,GoetheStraße 1,Dresden,East,01433,Partner,469523,1,2021-07-26
ACC002885,Schinke Klemt GmbH,2885,Kleingewerbe,Energy,WiesenWeg 126,Hamburg,North,20617,Partner,1055960,25,2020-05-10
ACC002886,Univ.Prof. Adam Ebert,2886,Privatkunde,Energy,TannenPlatz 64,Berlin,East,10665,Interessent,347993,1,2021-01-09
ACC002887,Koch II Gröttner GmbH & Co. KG,2887,Kleingewerbe,Energy,GoethePlatz 127,Freiburg,South,79437,Kunde,3500827,10,2022-09-26
ACC002888,Emin Weimer,2888,Privatkunde,Energy,ParkRing 26,Berlin,East,10449,Kunde,333754,1,2020-05-15
ACC002889,Werner GbR,2889,Kleingewerbe,Energy,HeideRing 119,München,South,80264,Partner,474761,10,2021-01-20
ACC002890,Corinna Conradi,2890,Privatkunde,Energy,RathausGasse 95,Stuttgart,South,70890,Interessent,201145,1,2021-06-30
ACC002891,Rosalie Trupp,2891,Privatkunde,Energy,GoethePlatz 27,Freiburg,South,79127,Interessent,293621,1,2023-07-02
ACC002892,Dr. Istvan Klotz B.Sc.,2892,Privatkunde,Energy,MarktAllee 124,München,South,80644,Interessent,12479,1,2022-02-22
ACC002893,Jeanette Tlustek,2893,Privatkunde,Energy,LindenStraße 125,Leipzig,East,04425,Interessent,93316,1,2021-11-20
ACC002894,Adalbert Gunpf MBA.,2894,Privatkunde,Energy,SchulAllee 19,München,South,80960,Kunde,491028,1,2020-07-07
ACC002895,Sylvio Holsten,2895,Privatkunde,Energy,MarktStraße 42,Regensburg,South,93676,Partner,418386,1,2020-04-17
ACC002896,Otto,2896,Kleingewerbe,Energy,MozartPlatz 48,Hamburg,North,20668,Interessent,2846883,50,2023-08-24
ACC002897,Dr. Korinna Gude B.A.,2897,Privatkunde,Energy,BirkenWeg 3,Düsseldorf,West,40556,Partner,16031,1,2020-03-19
ACC002898,Klaus-Ulrich Eckbauer,2898,Privatkunde,Energy,GoetheGasse 53,Dortmund,West,44446,Kunde,76103,1,2021-06-03
ACC002899,Bolzmann,2899,Kleingewerbe,Energy,KirchRing 33,Bremen,North,28323,Partner,848850,10,2022-07-17
ACC002900,Folker Roskoth-Heidrich,2900,Privatkunde,Energy,BahnhofPlatz 8,Berlin,East,10916,Partner,423820,1,2022-12-12
ACC002901,Corinna Stiebitz,2901,Privatkunde,Energy,MondWeg 46,Ingolstadt,South,85158,Interessent,187936,1,2021-04-13
ACC002902,Süßebier OHG mbH,2902,Kleingewerbe,Energy,HauptGasse 135,Wuppertal,West,42954,Interessent,831998,100,2021-05-02
ACC002903,Marisa Römer,2903,Privatkunde,Energy,GoetheAllee 116,Köln,West,50539,Interessent,273097,1,2021-12-03
ACC002904,Adelheid Loos B.Sc.,2904,Privatkunde,Energy,BlumenAllee 106,Leipzig,East,04561,Kunde,436481,1,2022-01-19
ACC002905,Ida Ladeck,2905,Privatkunde,Energy,SternAllee 89,Bremen,North,28360,Interessent,263138,1,2022-07-15
ACC002906,Betina Stiffel,2906,Privatkunde,Energy,EichenRing 67,Oldenburg,North,26250,Kunde,66630,1,2023-12-24
ACC002907,Jelena Klotz B.Sc.,2907,Kleingewerbe,Energy,BlumenWeg 47,Berlin,East,10161,Interessent,897232,50,2020-12-24
ACC002908,Herr Fredi Linke MBA.,2908,Privatkunde,Energy,SchillerStraße 119,Köln,West,50950,Interessent,232979,1,2022-05-30
ACC002909,Adina Krein,2909,Privatkunde,Energy,ParkStraße 109,Würzburg,South,97268,Partner,8448,1,2021-01-21
ACC002910,Gunar Butte B.Sc.,2910,Privatkunde,Energy,SchillerAllee 69,Hamburg,North,20957,Kunde,339857,1,2023-01-10
ACC002911,Univ.Prof. Heiner Bruder B.A.,2911,Privatkunde,Energy,SchillerPlatz 149,Duisburg,West,47108,Interessent,262551,1,2023-01-19
ACC002912,Dariusz Jüttner B.Eng.,2912,Privatkunde,Energy,BeethovenGasse 106,Oldenburg,North,26682,Interessent,267827,1,2020-04-30
ACC002913,Schomber KGaA,2913,Gewerbekunde,Energy,BeethovenGasse 102,Köln,West,50375,Kunde,2725363,5,2023-01-13
ACC002914,Alex Naser,2914,Privatkunde,Energy,GoethePlatz 119,München,South,80877,Kunde,362734,1,2023-05-13
ACC002915,Barth Scheel e.V.,2915,Gewerbekunde,Energy,LindenPlatz 11,Hamburg,North,20450,Partner,2916382,50,2023-11-23
ACC002916,Sibel Hermann,2916,Privatkunde,Energy,BeethovenPlatz 118,Münster,West,48287,Partner,289172,1,2020-07-16
ACC002917,Herr Hugo Henck B.Eng.,2917,Privatkunde,Energy,HeidePlatz 41,München,South,80676,Partner,38854,1,2021-06-04
ACC002918,Kade GmbH & Co. OHG,2918,Gewerbekunde,Energy,HauptRing 57,Stuttgart,South,70676,Partner,1820384,100,2021-09-24
ACC002919,Herr Reimund Schinke MBA.,2919,Kleingewerbe,Energy,KirchRing 141,Hamburg,North,20432,Interessent,100203,100,2023-04-18
ACC002920,Luigi Matthäi,2920,Privatkunde,Energy,SchulGasse 41,Kiel,North,24876,Partner,226866,1,2020-04-20
ACC002921,Augustin Bolander,2921,Privatkunde,Energy,SchillerPlatz 57,Nürnberg,South,90456,Interessent,22408,1,2020-07-22
ACC002922,Hans-Helmut Johann,2922,Kleingewerbe,Energy,BrunnenPlatz 108,Düsseldorf,West,40563,Partner,2236430,10,2022-10-27
ACC002923,Remo Eckbauer,2923,Privatkunde,Energy,BergGasse 78,München,South,80464,Kunde,410748,1,2020-06-18
ACC002924,Vassilios Margraf,2924,Privatkunde,Energy,TalAllee 6,Berlin,East,10563,Kunde,392356,1,2023-03-26
ACC002925,Gerard Schmidt,2925,Privatkunde,Energy,HauptPlatz 127,Essen,West,45472,Partner,133243,1,2020-04-30
ACC002926,Frau Auguste Stey,2926,Privatkunde,Energy,HauptGasse 27,Bochum,West,44678,Kunde,378362,1,2021-12-30
