customer_key,customer_name,customer_type,housing_type,vertical,address,city,state,zip,region_key
1153,Rabea Trüb-Klemt,Kleingewerbe,Gewerbeimmobilie,Energy,TalWeg 50,Berlin,East,10881,403
1154,Ring Zänker GmbH & Co. KGaA,Kleingewerbe,Mehrfamilienhaus,Energy,ParkGasse 95,München,South,80813,401
1155,Tina Rosemann,Privatkunde,Einfamilienhaus,Energy,ParkStraße 93,Hamburg,North,20746,400
1156,Harriet Hiller,Privatkunde,Einfamilienhaus,Energy,SeePlatz 38,Köln,West,50360,402
1157,Herr Gisbert Schenk,Privatkunde,Einfamilienhaus,Energy,SchillerStraße 99,Nürnberg,South,90507,401
1158,Herr Tino Wulff B.Eng.,Privatkunde,Mehrfamilienhaus,Energy,RathausWeg 110,Aachen,West,52358,402
1159,Rouven Mude,Privatkunde,Wohnung,Energy,TalAllee 106,Essen,West,45870,402
1160,Oxana Sauer,Privatkunde,Wohnung,Energy,WiesenAllee 37,Leipzig,East,04375,403
1161,Dr. Berend Hentschel B.A.,Privatkunde,Einfamilienhaus,Energy,BeethovenPlatz 1,Münster,West,48199,402
1162,Katherina Zorbach,Privatkunde,Wohnung,Energy,BlumenPlatz 44,Hannover,North,30280,400
1163,Ralf-Peter Hartmann,Privatkunde,Einfamilienhaus,Energy,SchillerPlatz 146,Augsburg,South,86933,401
1164,Gislinde Gerlach-Gierschner,Privatkunde,Wohnung,Energy,LindenAllee 105,Hamburg,North,20551,400
1165,Prof. Giovanni Walter B.Eng.,Kleingewerbe,Einfamilienhaus,Energy,MarktStraße 71,Duisburg,West,47165,402
1166,Nikolai Thies,Privatkunde,Wohnung,Energy,SchillerStraße 16,Nürnberg,South,90372,401
1167,Violetta Rosenow,Privatkunde,Mehrfamilienhaus,Energy,SchillerWeg 134,Köln,West,50910,402
1168,Faust,Gewerbekunde,Gewerbeimmobilie,Energy,ParkPlatz 87,Kiel,North,24718,400
1169,Graf,Kleingewerbe,Gewerbeimmobilie,Energy,KirchGasse 103,Stuttgart,South,70487,401
1170,Prof. Francesca Gertz MBA.,Kleingewerbe,Gewerbeimmobilie,Energy,SternPlatz 36,Aachen,West,52126,402
1171,Baptist Blümel,Privatkunde,Wohnung,Energy,BrunnenWeg 95,Bochum,West,44562,402
1172,Prof. Emanuel Bärer MBA.,Privatkunde,Reihenhaus,Energy,LindenStraße 83,Duisburg,West,47117,402
1173,Kabus KG,Gewerbekunde,Gewerbeimmobilie,Energy,MondPlatz 60,Bochum,West,44721,402
1174,Ehlert GmbH,Kleingewerbe,Reihenhaus,Energy,ParkGasse 26,Freiburg,South,79851,401
1175,Ing. Anselm Barkholz,Privatkunde,Wohnung,Energy,TalGasse 130,Nürnberg,South,90132,401
1176,Klaus-Michael Tlustek-Faust,Privatkunde,Wohnung,Energy,BergPlatz 44,Rostock,North,18556,400
1177,Sigmar Putz,Privatkunde,Einfamilienhaus,Energy,BeethovenGasse 23,Berlin,East,10208,403
1178,Wendelin Briemer,Privatkunde,Mehrfamilienhaus,Energy,MarktAllee 57,Augsburg,South,86836,401
1179,Melissa Spieß,Kleingewerbe,Einfamilienhaus,Energy,BergGasse 126,Stuttgart,South,70192,401
1180,Liesa Ditschlerin-Kallert,Privatkunde,Wohnung,Energy,SeeStraße 88,Düsseldorf,West,40486,402
1181,Friedlinde Ernst,Privatkunde,Wohnung,Energy,HeideRing 112,Leipzig,East,04927,403
1182,Univ.Prof. Willi Mälzer,Privatkunde,Einfamilienhaus,Energy,TannenGasse 49,München,South,80862,401
1183,Univ.Prof. Frida Gertz B.Eng.,Privatkunde,Einfamilienhaus,Energy,MarktRing 1,Berlin,East,10418,403
1184,Stadelmann KG,Kleingewerbe,Gewerbeimmobilie,Energy,KirchGasse 33,Bremen,North,28632,400
1185,Dipl.-Ing. Gerhart Wagner,Privatkunde,Einfamilienhaus,Energy,SchulAllee 38,Duisburg,West,47935,402
1186,Birgid Gierschner,Privatkunde,Reihenhaus,Energy,SeeAllee 38,Magdeburg,East,39864,403
1187,Willi Tintzmann,Privatkunde,Wohnung,Energy,RosenRing 32,Wuppertal,West,42380,402
1188,Sigrun Winkler-Rosenow,Privatkunde,Wohnung,Energy,ParkAllee 97,Leipzig,East,04160,403
1189,Gnatz KG,Kleingewerbe,Einfamilienhaus,Energy,HeideWeg 14,Berlin,East,10986,403
1190,Türkan Schmidtke,Privatkunde,Einfamilienhaus,Energy,BrunnenGasse 41,Bochum,West,44122,402
1191,Univ.Prof. Karl-Wilhelm Döhn MBA.,Privatkunde,Mehrfamilienhaus,Energy,WiesenPlatz 101,Düsseldorf,West,40173,402
1192,Guenther Weinhage-Buchholz,Privatkunde,Einfamilienhaus,Energy,BergPlatz 25,Düsseldorf,West,40234,402
1193,Kensy GmbH,Kleingewerbe,Einfamilienhaus,Energy,RosenPlatz 42,Ulm,South,89691,401
1194,Univ.Prof. Thorben Cichorius,Privatkunde,Einfamilienhaus,Energy,LindenGasse 51,Hannover,North,30852,400
1195,Steckel,Kleingewerbe,Einfamilienhaus,Energy,MozartPlatz 110,Dortmund,West,44795,402
1196,Ingetraud Atzler,Privatkunde,Mehrfamilienhaus,Energy,BeethovenStraße 31,Halle,East,06627,403
1197,Häring Hering Stiftung & Co. KG,Gewerbekunde,Gewerbeimmobilie,Energy,MarktWeg 9,Duisburg,West,47221,402
1198,Hanni Hertrampf,Privatkunde,Mehrfamilienhaus,Energy,SonnenGasse 97,Stuttgart,South,70894,401
1199,Osman Ackermann,Privatkunde,Wohnung,Energy,BrunnenGasse 98,Wuppertal,West,42381,402
1200,Hans-Jörg Mangold,Privatkunde,Einfamilienhaus,Energy,SchillerPlatz 131,Dortmund,West,44330,402
1201,Dr. Svea Lehmann,Privatkunde,Einfamilienhaus,Energy,BlumenStraße 47,Kiel,North,24493,400
1202,Dipl.-Ing. Gina Ritter MBA.,Privatkunde,Wohnung,Energy,SchillerAllee 17,Nürnberg,South,90830,401
1203,Sebastiano Naser,Privatkunde,Wohnung,Energy,HauptPlatz 143,Potsdam,East,14937,403
1204,Dr. Henner Briemer B.Sc.,Privatkunde,Reihenhaus,Energy,TalRing 32,Wuppertal,West,42871,402
1205,Bärer Juncken GbR,Kleingewerbe,Einfamilienhaus,Energy,BeethovenStraße 143,Aachen,West,52557,402
1206,Arndt Karz,Privatkunde,Einfamilienhaus,Energy,BeethovenStraße 144,Berlin,East,10362,403
1207,Kohl AG & Co. KGaA,Gewerbekunde,Gewerbeimmobilie,Energy,KirchRing 44,Berlin,East,10533,403
1208,Kai-Uwe Davids,Privatkunde,Einfamilienhaus,Energy,WaldAllee 137,Dresden,East,01555,403
1209,Liliane Schmiedecke,Privatkunde,Mehrfamilienhaus,Energy,KirchRing 138,Bremen,North,28622,400
1210,Univ.Prof. Almuth Losekann B.A.,Kleingewerbe,Einfamilienhaus,Energy,RosenWeg 35,Hamburg,North,20716,400
1211,Dr. Anka Ditschlerin,Privatkunde,Wohnung,Energy,RathausStraße 141,Duisburg,West,47361,402
1212,Danielle Grein Groth,Privatkunde,Reihenhaus,Energy,BirkenGasse 109,Nürnberg,South,90811,401
1213,Univ.Prof. Kreszentia Ullmann,Privatkunde,Einfamilienhaus,Energy,SonnenGasse 50,Hamburg,North,20831,400
1214,Reuter,Kleingewerbe,Wohnung,Energy,MozartAllee 112,Augsburg,South,86488,401
1215,Maria Holzapfel,Privatkunde,Einfamilienhaus,Energy,SchillerGasse 141,Kiel,North,24516,400
1216,Edit Dietz,Privatkunde,Einfamilienhaus,Energy,BirkenWeg 58,Lübeck,North,23380,400
1217,Kreusel KG,Gewerbekunde,Gewerbeimmobilie,Energy,SchillerStraße 45,Hamburg,North,20639,400
1218,Noack,Kleingewerbe,Reihenhaus,Energy,SternRing 73,Düsseldorf,West,40664,402
1219,Andrey Klingelhöfer-Adler,Privatkunde,Einfamilienhaus,Energy,WiesenPlatz 47,München,South,80453,401
1220,Christoph Hornig OHG mbH,Kleingewerbe,Wohnung,Energy,MarktPlatz 33,Dresden,East,01365,403
1221,Dr. Ariane Bauer B.A.,Privatkunde,Einfamilienhaus,Energy,MarktRing 69,Bremen,North,28154,400
1222,Univ.Prof. Fritz Butte,Privatkunde,Wohnung,Energy,MondRing 108,Dresden,East,01823,403
1223,Frau Franca Ziegert MBA.,Privatkunde,Reihenhaus,Energy,RosenAllee 110,Stuttgart,South,70633,401
1224,Niemeier Speer GbR,Kleingewerbe,Reihenhaus,Energy,RosenPlatz 81,Chemnitz,East,09965,403
1225,Marijan Ring,Privatkunde,Mehrfamilienhaus,Energy,BeethovenRing 15,Hamburg,North,20186,400
1226,Concetta Koch II-Kranz,Privatkunde,Wohnung,Energy,RathausGasse 131,Essen,West,45848,402
1227,Constance Matthäi,Privatkunde,Wohnung,Energy,BergGasse 32,Bremen,North,28515,400
1228,Hesse GmbH & Co. KG,Kleingewerbe,Einfamilienhaus,Energy,BergGasse 89,Hamburg,North,20350,400
1229,Hesse Hecker GbR,Kleingewerbe,Gewerbeimmobilie,Energy,MondRing 11,Dresden,East,01721,403
1230,Bolander,Gewerbekunde,Gewerbeimmobilie,Energy,EichenWeg 20,München,South,80475,401
1231,Weller Stiftung & Co. KG,Gewerbekunde,Gewerbeimmobilie,Energy,MarktWeg 96,Berlin,East,10215,403
1232,Dietz,Kleingewerbe,Gewerbeimmobilie,Energy,RosenAllee 124,Augsburg,South,86400,401
1233,Meinrad Kaul,Privatkunde,Reihenhaus,Energy,RosenGasse 132,München,South,80945,401
1234,Prof. Dorothea Röhrdanz,Kleingewerbe,Gewerbeimmobilie,Energy,HauptRing 118,Erfurt,East,99436,403
1235,Sieghard Kraushaar,Privatkunde,Wohnung,Energy,MarktAllee 3,München,South,80203,401
1236,Prof. Marlen Mülichen,Privatkunde,Wohnung,Energy,RathausStraße 125,München,South,80107,401
1237,Dipl.-Ing. Georgios Budig MBA.,Privatkunde,Reihenhaus,Energy,RosenAllee 110,Lübeck,North,23286,400
1238,Beer,Gewerbekunde,Gewerbeimmobilie,Energy,SchulWeg 36,Düsseldorf,West,40462,402
1239,Burckhard Wernecke-Meister,Kleingewerbe,Mehrfamilienhaus,Energy,RosenStraße 35,Köln,West,50504,402
1240,Dr. Zeljko Hahn,Privatkunde,Wohnung,Energy,ParkGasse 69,München,South,80221,401
1241,Eberth AG,Kleingewerbe,Mehrfamilienhaus,Energy,WiesenPlatz 129,Nürnberg,South,90843,401
1242,Frau Marita Lübs,Privatkunde,Einfamilienhaus,Energy,SchillerStraße 33,Magdeburg,East,39259,403
1243,Sami Schottin B.A.,Privatkunde,Einfamilienhaus,Energy,BrunnenAllee 110,München,South,80711,401
1244,Friederike Vogt,Privatkunde,Reihenhaus,Energy,WiesenPlatz 64,Dortmund,West,44732,402
1245,Aziz Kraushaar,Privatkunde,Wohnung,Energy,BirkenGasse 64,Bremen,North,28782,400
1246,Korinna Junk-Hofmann,Privatkunde,Wohnung,Energy,SternGasse 129,Berlin,East,10725,403
1247,Trude Aumann MBA.,Privatkunde,Wohnung,Energy,EichenStraße 34,Wolfsburg,North,38510,400
1248,Liebelt AG & Co. KG,Kleingewerbe,Reihenhaus,Energy,GoetheStraße 98,Wolfsburg,North,38517,400
1249,Karlfried Schacht-Säuberlich,Gewerbekunde,Gewerbeimmobilie,Energy,RathausPlatz 16,Bonn,West,53622,402
1250,Vincenzo Döring,Privatkunde,Reihenhaus,Energy,KirchGasse 108,München,South,80352,401
1251,René Hörle,Privatkunde,Einfamilienhaus,Energy,BlumenAllee 55,München,South,80392,401
1252,Susana Langern,Privatkunde,Einfamilienhaus,Energy,ParkAllee 86,Ingolstadt,South,85411,401
1253,Hannchen Sölzer,Privatkunde,Wohnung,Energy,MozartAllee 93,Hannover,North,30859,400
1254,Prof. Ljubica Mühle B.Sc.,Privatkunde,Wohnung,Energy,EichenGasse 71,Leipzig,East,04315,403
1255,Ing. Hans-Wolfgang Fechner,Privatkunde,Wohnung,Energy,SeeStraße 11,Köln,West,50700,402
1256,Schlosser,Kleingewerbe,Einfamilienhaus,Energy,SchillerStraße 140,Chemnitz,East,09733,403
1257,Ana Kroker-Kabus,Gewerbekunde,Gewerbeimmobilie,Energy,BlumenWeg 12,Augsburg,South,86230,401
1258,Herr Petar Mülichen B.Eng.,Privatkunde,Wohnung,Energy,BergAllee 94,Bremen,North,28559,400
1259,Alexa Kallert,Privatkunde,Reihenhaus,Energy,WaldRing 6,Köln,West,50270,402
1260,Franka Holt,Privatkunde,Einfamilienhaus,Energy,TalStraße 49,Bonn,West,53858,402
1261,Univ.Prof. Marjan Dippel B.A.,Privatkunde,Reihenhaus,Energy,GoetheWeg 113,Berlin,East,10868,403
1262,Gerald Weimer-Margraf,Privatkunde,Wohnung,Energy,LindenWeg 1,Essen,West,45263,402
1263,Elzbieta Vollbrecht,Privatkunde,Mehrfamilienhaus,Energy,WaldPlatz 129,Duisburg,West,47824,402
1264,Prof. Mareile Cichorius,Kleingewerbe,Einfamilienhaus,Energy,SchillerWeg 58,Düsseldorf,West,40146,402
1265,Heinz-Wilhelm Hahn MBA.,Privatkunde,Mehrfamilienhaus,Energy,BirkenWeg 70,Düsseldorf,West,40994,402
1266,Prof. Sophia Köster B.Sc.,Privatkunde,Wohnung,Energy,BergStraße 1,Duisburg,West,47764,402
1267,Herr Gerold Tröst,Privatkunde,Einfamilienhaus,Energy,SternRing 68,Nürnberg,South,90839,401
1268,Branka Zahn-Pruschke,Privatkunde,Mehrfamilienhaus,Energy,SonnenStraße 92,Osnabrück,North,49324,400
1269,Dierk Gröttner,Privatkunde,Einfamilienhaus,Energy,MondRing 28,Düsseldorf,West,40839,402
1270,Severin Bohlander B.A.,Privatkunde,Wohnung,Energy,SonnenRing 142,Dortmund,West,44311,402
1271,Herbert Binner,Privatkunde,Wohnung,Energy,HeidePlatz 40,Berlin,East,10556,403
1272,Melissa Gumprich,Privatkunde,Mehrfamilienhaus,Energy,GoethePlatz 47,Augsburg,South,86570,401
1273,Gudula Mitschke,Privatkunde,Reihenhaus,Energy,BlumenWeg 73,Oldenburg,North,26121,400
1274,Magrit Ebert-Stiffel,Kleingewerbe,Wohnung,Energy,MozartStraße 110,Würzburg,South,97351,401
1275,Erol Köhler,Privatkunde,Wohnung,Energy,MozartGasse 4,Nürnberg,South,90717,401
1276,Prof. Ingelore Gierschner MBA.,Privatkunde,Einfamilienhaus,Energy,BrunnenGasse 12,Hamburg,North,20235,400
1277,Gertrude Fröhlich,Privatkunde,Wohnung,Energy,HauptStraße 28,München,South,80655,401
1278,Nelly Stroh,Privatkunde,Einfamilienhaus,Energy,ParkRing 114,Düsseldorf,West,40935,402
1279,Friedhelm Baum,Privatkunde,Einfamilienhaus,Energy,SternAllee 140,Hamburg,North,20226,400
1280,Anica Fröhlich-Rudolph,Privatkunde,Einfamilienhaus,Energy,BrunnenPlatz 37,Hamburg,North,20101,400
1281,Stanislaw Hartung B.A.,Privatkunde,Einfamilienhaus,Energy,SonnenAllee 58,Berlin,East,10800,403
1282,Franz Siering MBA.,Kleingewerbe,Einfamilienhaus,Energy,SchillerWeg 27,Würzburg,South,97388,401
1283,Steven Zahn,Privatkunde,Mehrfamilienhaus,Energy,GoetheStraße 39,Nürnberg,South,90282,401
1284,Hüseyin Eigenwillig,Privatkunde,Reihenhaus,Energy,MondGasse 78,München,South,80739,401
1285,Prof. Rolf Anders,Privatkunde,Mehrfamilienhaus,Energy,MondAllee 68,Berlin,East,10930,403
1286,Herrmann KG,Kleingewerbe,Gewerbeimmobilie,Energy,WiesenGasse 38,Potsdam,East,14427,403
1287,Trub Tröst KGaA,Kleingewerbe,Gewerbeimmobilie,Energy,SchillerRing 110,Bremen,North,28844,400
1288,Hildegart Kohl,Gewerbekunde,Gewerbeimmobilie,Energy,MarktAllee 82,München,South,80606,401
1289,Irma Herrmann,Privatkunde,Wohnung,Energy,TannenWeg 63,Augsburg,South,86492,401
1290,Holm Jacobi Jäckel MBA.,Privatkunde,Reihenhaus,Energy,BrunnenWeg 99,Stuttgart,South,70185,401
1291,Adalbert Pergande,Privatkunde,Wohnung,Energy,BlumenWeg 23,Dortmund,West,44340,402
1292,Köster,Kleingewerbe,Reihenhaus,Energy,MozartStraße 16,München,South,80457,401
1293,Seifert,Kleingewerbe,Einfamilienhaus,Energy,BrunnenRing 108,Regensburg,South,93348,401
1294,Fanny Stolze,Privatkunde,Einfamilienhaus,Energy,SternGasse 37,Hamburg,North,20486,400
1295,Ilija Bolnbach,Privatkunde,Einfamilienhaus,Energy,SchillerGasse 149,Bonn,West,53175,402
1296,Erica Schwital,Privatkunde,Einfamilienhaus,Energy,MozartStraße 63,Nürnberg,South,90178,401
1297,Sofia Hofmann,Privatkunde,Wohnung,Energy,ParkGasse 36,Rostock,North,18866,400
1298,Margita Trub,Privatkunde,Wohnung,Energy,SchulGasse 4,Münster,West,48393,402
1299,Constanze Fischer,Privatkunde,Wohnung,Energy,BeethovenRing 42,Hamburg,North,20111,400
1300,Wieloch,Gewerbekunde,Gewerbeimmobilie,Energy,SternAllee 147,Stuttgart,South,70613,401
1301,Herr Romuald Schinke MBA.,Gewerbekunde,Gewerbeimmobilie,Energy,GoetheRing 97,München,South,80228,401
1302,Marisa Etzold,Privatkunde,Reihenhaus,Energy,BrunnenGasse 144,Dortmund,West,44719,402
1303,Matthias Oestrovsky,Privatkunde,Einfamilienhaus,Energy,SonnenPlatz 98,Magdeburg,East,39268,403
1304,Ellen Lindner,Privatkunde,Einfamilienhaus,Energy,SchillerStraße 93,Hamburg,North,20717,400
1305,Harriet Walter-Beier,Privatkunde,Einfamilienhaus,Energy,SchillerStraße 55,Düsseldorf,West,40711,402
1306,Günther van der Dussen B.A.,Privatkunde,Einfamilienhaus,Energy,BahnhofWeg 69,Osnabrück,North,49187,400
1307,Univ.Prof. Gloria Patberg B.Eng.,Privatkunde,Wohnung,Energy,BahnhofStraße 81,Berlin,East,10195,403
1308,Univ.Prof. Thaddäus Roht,Privatkunde,Einfamilienhaus,Energy,MarktRing 50,Berlin,East,10422,403
1309,Hornig AG,Gewerbekunde,Gewerbeimmobilie,Energy,SchillerAllee 105,Bonn,West,53859,402
1310,Eckbauer Weihmann GbR,Kleingewerbe,Einfamilienhaus,Energy,ParkRing 10,Essen,West,45397,402
1311,Univ.Prof. Tomasz Käster,Privatkunde,Wohnung,Energy,SternWeg 56,Hannover,North,30926,400
1312,Emmerich Klapp,Privatkunde,Mehrfamilienhaus,Energy,WaldRing 134,Köln,West,50887,402
1313,Univ.Prof. Sören Jäntsch MBA.,Privatkunde,Reihenhaus,Energy,RathausStraße 100,Freiburg,South,79344,401
1314,Gundi Heß,Privatkunde,Einfamilienhaus,Energy,SonnenPlatz 25,Kiel,North,24924,400
1315,Irmhild Drubin,Privatkunde,Wohnung,Energy,HeideStraße 128,Hannover,North,30196,400
1316,Frau Sonja Schulz B.Sc.,Privatkunde,Einfamilienhaus,Energy,TalAllee 91,München,South,80191,401
1317,Dr. Jo Dussen van MBA.,Privatkunde,Mehrfamilienhaus,Energy,BirkenPlatz 36,Hannover,North,30226,400
1318,Henrike Bloch,Privatkunde,Einfamilienhaus,Energy,RathausRing 34,Berlin,East,10551,403
1319,Etzler AG & Co. OHG,Gewerbekunde,Gewerbeimmobilie,Energy,MondPlatz 130,Regensburg,South,93560,401
1320,Henni Roskoth,Privatkunde,Wohnung,Energy,SonnenStraße 63,Würzburg,South,97816,401
1321,Brunhilde Jopich B.A.,Kleingewerbe,Einfamilienhaus,Energy,MarktStraße 58,Berlin,East,10497,403
1322,Ingo Kade,Privatkunde,Reihenhaus,Energy,BergPlatz 28,Dresden,East,01187,403
1323,Gierschner,Gewerbekunde,Gewerbeimmobilie,Energy,RathausWeg 103,Hamburg,North,20436,400
1324,Magret Bohlander,Privatkunde,Einfamilienhaus,Energy,BlumenPlatz 30,Hamburg,North,20385,400
1325,Henner Höfig,Gewerbekunde,Gewerbeimmobilie,Energy,LindenAllee 146,Nürnberg,South,90132,401
1326,Rainer Wohlgemut B.A.,Privatkunde,Wohnung,Energy,HeidePlatz 122,Leipzig,East,04318,403
1327,Wieloch,Gewerbekunde,Gewerbeimmobilie,Energy,BirkenAllee 46,Oldenburg,North,26185,400
1328,Dipl.-Ing. René Wiek,Privatkunde,Wohnung,Energy,SchulPlatz 135,Hamburg,North,20319,400
1329,Ehlert KG,Kleingewerbe,Einfamilienhaus,Energy,TannenAllee 43,Düsseldorf,West,40303,402
1330,Univ.Prof. Hubertine Kusch,Privatkunde,Wohnung,Energy,BeethovenGasse 112,Stuttgart,South,70463,401
1331,Müller Kraus AG,Kleingewerbe,Wohnung,Energy,LindenStraße 149,Berlin,East,10731,403
1332,Reinhardt AG & Co. OHG,Kleingewerbe,Mehrfamilienhaus,Energy,BlumenAllee 4,Lübeck,North,23254,400
1333,Viviane Austermühle,Privatkunde,Einfamilienhaus,Energy,HeideGasse 105,Erfurt,East,99369,403
1334,Nuray Radisch,Privatkunde,Wohnung,Energy,MozartGasse 116,Köln,West,50754,402
1335,Albert Stey B.Sc.,Privatkunde,Mehrfamilienhaus,Energy,RathausGasse 140,Berlin,East,10892,403
1336,Dr. Necati Kaul B.Eng.,Privatkunde,Mehrfamilienhaus,Energy,MondRing 4,Hamburg,North,20479,400
1337,Dobes GmbH,Kleingewerbe,Wohnung,Energy,SternPlatz 117,Berlin,East,10523,403
1338,Charlotte Bolzmann,Privatkunde,Reihenhaus,Energy,WiesenAllee 30,München,South,80280,401
1339,George Hoffmann,Privatkunde,Einfamilienhaus,Energy,RathausPlatz 73,Stuttgart,South,70965,401
1340,Monica Pölitz B.Eng.,Privatkunde,Wohnung,Energy,SchillerStraße 27,Bonn,West,53191,402
1341,Univ.Prof. Bozena Karz,Privatkunde,Reihenhaus,Energy,WiesenRing 140,Duisburg,West,47202,402
1342,Klemt Weitzel AG & Co. OHG,Kleingewerbe,Wohnung,Energy,LindenWeg 117,Essen,West,45664,402
1343,Dipl.-Ing. Alberto Heidrich,Privatkunde,Einfamilienhaus,Energy,HeidePlatz 106,München,South,80940,401
1344,Univ.Prof. Carsten Hahn B.Sc.,Privatkunde,Mehrfamilienhaus,Energy,HeideWeg 130,Wuppertal,West,42390,402
1345,Herr Hans-Dietrich Trub,Privatkunde,Mehrfamilienhaus,Energy,RathausGasse 62,Augsburg,South,86104,401
1346,Hans-H. Schwital,Privatkunde,Einfamilienhaus,Energy,KirchRing 82,Berlin,East,10443,403
1347,Patricia Reinhardt,Privatkunde,Wohnung,Energy,MarktWeg 101,Kiel,North,24948,400
1348,Konstantin Biggen,Privatkunde,Mehrfamilienhaus,Energy,MarktGasse 45,Braunschweig,North,38512,400
1349,Mato Bärer,Privatkunde,Einfamilienhaus,Energy,HeideWeg 130,Berlin,East,10221,403
1350,Muharrem Drub,Kleingewerbe,Wohnung,Energy,BergWeg 83,Wuppertal,West,42308,402
1351,Dipl.-Ing. Hanife Ebert,Privatkunde,Wohnung,Energy,MozartStraße 140,Hamburg,North,20180,400
1352,Isolde Tintzmann,Privatkunde,Mehrfamilienhaus,Energy,SonnenGasse 92,Köln,West,50291,402
1353,Eduard Täsche-Striebitz,Privatkunde,Reihenhaus,Energy,EichenGasse 97,Ingolstadt,South,85888,401
1354,Gerard Linke,Privatkunde,Einfamilienhaus,Energy,HauptGasse 149,München,South,80987,401
1355,Maximilian Pölitz,Privatkunde,Einfamilienhaus,Energy,RosenAllee 47,Bremen,North,28195,400
1356,Luise auch Schlauchin,Kleingewerbe,Einfamilienhaus,Energy,HeideStraße 106,Oldenburg,North,26175,400
1357,Hasan Döhn-Pergande,Privatkunde,Reihenhaus,Energy,TannenGasse 116,Nürnberg,South,90927,401
1358,Schönland,Kleingewerbe,Wohnung,Energy,BahnhofStraße 88,Hamburg,North,20455,400
1359,Friedemann Drewes,Privatkunde,Einfamilienhaus,Energy,BlumenAllee 32,Nürnberg,South,90297,401
1360,Jacek Gumprich,Privatkunde,Wohnung,Energy,LindenAllee 30,Essen,West,45322,402
1361,Reiner Hesse B.A.,Privatkunde,Wohnung,Energy,MozartAllee 71,Hamburg,North,20593,400
1362,Melanie Lange,Privatkunde,Wohnung,Energy,SchulGasse 127,Hamburg,North,20546,400
1363,Catherine Benthin,Privatkunde,Einfamilienhaus,Energy,MondGasse 72,Dortmund,West,44502,402
1364,Dr. Marlene Nerger B.Eng.,Privatkunde,Einfamilienhaus,Energy,LindenGasse 125,Rostock,North,18543,400
1365,Herr Ahmad Steckel B.Sc.,Privatkunde,Wohnung,Energy,SeeStraße 99,Berlin,East,10539,403
1366,Ruppersberger OHG mbH,Kleingewerbe,Gewerbeimmobilie,Energy,BahnhofRing 65,Hamburg,North,20700,400
1367,Fischer Conradi e.G.,Kleingewerbe,Gewerbeimmobilie,Energy,MarktStraße 30,Nürnberg,South,90284,401
1368,Otfried Ullrich,Privatkunde,Einfamilienhaus,Energy,LindenGasse 96,Berlin,East,10480,403
1369,Torben Hertrampf,Privatkunde,Wohnung,Energy,SternAllee 55,Hamburg,North,20576,400
1370,Dipl.-Ing. Geert Hettner MBA.,Privatkunde,Einfamilienhaus,Energy,RosenRing 55,Düsseldorf,West,40639,402
1371,Berend Gertz,Privatkunde,Mehrfamilienhaus,Energy,HeideGasse 20,Kiel,North,24687,400
1372,Hoffmann GmbH,Kleingewerbe,Reihenhaus,Energy,LindenStraße 127,Berlin,East,10610,403
1373,Hilma Warmer,Privatkunde,Reihenhaus,Energy,SeeAllee 99,Hamburg,North,20342,400
1374,Bela Werner,Privatkunde,Wohnung,Energy,HauptPlatz 73,Düsseldorf,West,40234,402
1375,Adelbert Etzler,Kleingewerbe,Gewerbeimmobilie,Energy,SonnenStraße 18,Berlin,East,10581,403
1376,Ing. Hans Jörg Mangold,Privatkunde,Einfamilienhaus,Energy,WiesenAllee 103,Rostock,North,18181,400
1377,Susann Wagner,Privatkunde,Reihenhaus,Energy,SternPlatz 127,Düsseldorf,West,40969,402
1378,Hans-Gerhard Karz,Kleingewerbe,Gewerbeimmobilie,Energy,EichenStraße 3,Münster,West,48242,402
1379,Herr Hans-Wilhelm Kuhl,Privatkunde,Reihenhaus,Energy,BeethovenStraße 49,Hamburg,North,20841,400
1380,Heydrich Krause Stiftung & Co. KG,Kleingewerbe,Gewerbeimmobilie,Energy,BahnhofAllee 12,Berlin,East,10213,403
1381,Dipl.-Ing. Margaret Geisel B.Sc.,Privatkunde,Wohnung,Energy,HeidePlatz 70,Hamburg,North,20815,400
1382,Nico van der Dussen-Bonbach,Privatkunde,Einfamilienhaus,Energy,MozartRing 106,Hamburg,North,20752,400
1383,Herr Hartmuth Schäfer,Privatkunde,Wohnung,Energy,MondPlatz 72,München,South,80429,401
1384,Prof. Marina Mangold B.A.,Privatkunde,Wohnung,Energy,SternStraße 91,Essen,West,45671,402
1385,Pia Klemt-Schmidtke,Privatkunde,Wohnung,Energy,SternStraße 20,Berlin,East,10606,403
1386,Stephen Stolze,Privatkunde,Wohnung,Energy,LindenPlatz 27,Hamburg,North,20448,400
1387,Ilja Neuschäfer-Dowerg,Privatkunde,Wohnung,Energy,WiesenAllee 117,Kiel,North,24771,400
1388,Mans Bien AG,Kleingewerbe,Einfamilienhaus,Energy,SchulRing 132,Bremen,North,28307,400
1389,Margit Johann,Privatkunde,Einfamilienhaus,Energy,RosenRing 27,Köln,West,50250,402
1390,Nikolaj Stiebitz,Privatkunde,Einfamilienhaus,Energy,SchulWeg 69,München,South,80129,401
1391,Univ.Prof. Süleyman Kambs B.Sc.,Privatkunde,Einfamilienhaus,Energy,BergStraße 91,Nürnberg,South,90541,401
1392,Univ.Prof. Mona Hering,Privatkunde,Einfamilienhaus,Energy,SchulAllee 95,Hamburg,North,20200,400
